date, pm25
2019/12/26, 86
2019/12/27, 98
2019/12/28, 100
2019/12/29, 105
2019/12/30, 181
2019/7/2, 77
2019/7/3, 104
2019/7/4, 255
2019/7/5, 163
2019/7/6, 135
2019/7/7, 102
2019/7/8, 102
2019/7/9, 94
2019/7/10, 88
2019/7/11, 82
2019/7/12, 91
2019/7/13, 105
2019/7/14, 102
2019/7/16, 103
2019/7/17, 98
2019/7/18, 102
2019/7/19, 108
2019/7/20, 101
2019/7/21, 123
2019/7/22, 104
2019/7/23, 109
2019/7/24, 111
2019/7/25, 104
2019/7/26, 128
2019/7/27, 147
2019/7/28, 127
2019/7/29, 118
2019/7/30, 108
2019/7/31, 104
2019/8/1, 177
2019/8/2, 138
2019/8/3, 105
2019/8/4, 83
2019/8/5, 105
2019/8/6, 93
2019/8/7, 131
2019/8/8, 150
2019/8/9, 176
2019/8/10, 216
2019/8/11, 282
2019/8/12, 182
2019/8/13, 173
2019/8/14, 178
2019/8/15, 223
2019/8/16, 154
2019/8/17, 119
2019/8/18, 124
2019/8/19, 112
2019/8/20, 126
2019/8/21, 118
2019/8/22, 125
2019/8/23, 143
2019/8/24, 113
2019/8/25, 127
2019/8/26, 107
2019/8/27, 125
2019/8/28, 108
2019/8/29, 110
2019/8/30, 183
2019/8/31, 152
2019/9/1, 154
2019/9/2, 110
2019/9/3, 92
2019/9/4, 101
2019/9/5, 107
2019/9/6, 100
2019/9/7, 89
2019/9/8, 96
2019/9/9, 121
2019/9/10, 122
2019/9/11, 166
2019/9/12, 127
2019/9/13, 125
2019/9/14, 121
2019/9/15, 111
2019/9/16, 88
2019/9/17, 103
2019/9/18, 100
2019/9/19, 97
2019/9/20, 126
2019/9/21, 102
2019/9/22, 224
2019/9/23, 144
2019/9/24, 474
2019/9/25, 276
2019/9/26, 227
2019/9/27, 205
2019/9/28, 172
2019/9/29, 158
2019/9/30, 167
2019/10/1, 175
2019/6/26, 122
2019/6/27, 98
2019/6/28, 61
2019/6/29, 66
2019/6/30, 90
2019/7/1, 105
