date, pm25, o3, no2, so2
2014/2/27, 19, 35, 8, 
2014/2/28, 19, 35, 1, 1
2014/3/1, 36, 28, , 
2014/3/2, 40, 24, , 1
2014/3/3, 20, 30, , 
2014/3/4, 17, 27, 2, 1
2014/3/5, 39, 28, 3, 
2014/3/6, 42, 31, 4, 
2014/3/7, 33, 39, 4, 1
2014/3/8, 33, 26, 2, 1
2014/3/9, 48, 32, 2, 
2014/3/10, 40, 40, 3, 
2014/3/11, 35, 30, 1, 
2014/3/12, 22, 34, 1, 
2014/3/13, 12, 41, 6, 2
2014/3/14, 20, 35, 1, 1
2014/3/15, 32, 31, 1, 1
2014/3/16, 35, 25, 1, 
2014/3/17, 13, 31, 3, 
2014/3/18, 12, 43, 1, 1
2014/3/19, 28, 35, 3, 
2014/3/20, 25, 42, 6, 
2014/3/21, 33, 40, 2, 
2014/3/22, 50, 24, 2, 
2014/3/23, 47, 29, 1, 
2014/3/24, 26, 37, 4, 1
2014/3/25, 28, 34, 2, 
2014/3/26, 33, 36, 2, 
2014/3/27, 36, 29, , 1
2014/3/28, 37, 27, 2, 
2014/3/29, 46, 37, 2, 
2014/3/30, 26, 38, 1, 1
2014/3/31, 29, 37, 1, 1
2014/4/1, 32, 32, 1, 1
2023/2/6, , 30, 2, 
2023/3/1, , 19, 2, 
2023/3/2, , 31, 1, 
2023/3/3, , 32, 4, 
2022/11/22, , 28, 5, 
2022/4/27, , 35, 2, 1
2022/4/28, , 42, 2, 
2022/4/29, , 26, 1, 
2022/4/30, , 42, 2, 
2022/5/1, , 44, 2, 4
2022/5/2, , 25, 1, 
2022/5/3, , 25, 2, 
2022/5/4, , 30, 1, 
2022/5/5, , 27, 2, 
2022/1/3, , 26, 5, 
2021/8/11, , 26, , 
2021/8/12, , 24, 1, 
2021/1/10, , 13, 3, 
2021/1/11, , 19, 3, 
2021/1/12, , 22, 5, 
2020/12/6, , 24, 4, 
2020/12/7, , 25, 6, 
2020/12/8, , 22, 10, 
2020/12/9, , 37, 8, 
2020/12/10, , 35, 4, 
2020/12/11, , 18, 2, 
2020/12/12, , 16, 4, 
2020/12/13, , 10, 1, 
2020/12/14, , 17, 8, 
2020/12/15, , 9, 1, 
2020/12/16, , 15, 4, 
2020/12/17, , 11, 6, 
2020/12/18, , 25, 2, 1
2020/12/19, , 14, 2, 
2020/12/20, , 21, 7, 
2020/12/21, , 28, 6, 
2020/12/22, , 36, 4, 1
2020/12/23, , 24, 1, 
2020/12/24, , 23, 1, 
2020/12/25, , 23, 5, 
2020/12/26, , 27, 1, 
2020/12/27, , 26, 2, 
2020/12/28, , 19, 3, 
2020/12/29, , 27, , 
2020/4/1, , 32, , 
2020/1/1, , 25, , 
2020/2/12, , 12, , 
2020/3/3, , 18, , 
2019/7/15, , 40, , 
2019/7/16, , 22, , 
2019/1/1, , 12, , 
2018/10/21, , 20, , 
2018/7/15, , 26, , 
2018/7/16, , 27, , 
2018/7/17, , 28, , 
2018/9/28, , 33, , 
2018/5/19, , 37, , 
2018/5/20, , 25, , 
2018/5/21, , 32, , 
2018/5/22, , 27, , 
2018/5/23, , 32, , 
2018/1/2, , 26, 2, 
2018/1/3, , 24, 2, 1
2017/10/8, , 34, , 
2017/10/9, , 34, , 
2017/10/10, , 28, 2, 
2017/12/21, , 35, 3, 
2017/12/22, , 8, 3, 
2017/12/23, , 21, 3, 
2017/12/24, , 20, 2, 
2017/12/25, , 26, 2, 
2017/12/26, , 20, 2, 
2017/12/27, , 18, 2, 
2017/12/28, , 20, 2, 
2017/12/29, , 17, 4, 3
2017/12/30, , 11, 3, 
2017/12/31, , 20, 2, 
2017/9/9, , 35, , 
2017/4/12, , 33, 1, 
2017/6/21, , 34, 4, 1
2017/6/22, , 24, 2, 
2017/6/23, , 30, 2, 
2017/6/24, , 33, 2, 
2017/6/25, , 34, 1, 
2017/6/26, , 25, 1, 1
2016/10/7, , 22, , 
2016/7/8, , 26, , 
2016/1/3, , 28, 3, 
2015/4/5, , 23, , 
2015/4/6, , 26, , 
2015/4/29, , 46, 3, 
2015/4/30, , 51, 4, 
2015/5/24, , 24, , 
2015/5/25, , 33, , 
2015/5/26, , 39, , 
2015/5/28, , 24, , 
2015/1/1, , 11, 3, 
2015/1/10, , 23, 2, 
2014/7/5, , 36, 1, 
2014/7/6, , 32, , 
2014/7/7, , 26, 1, 
2014/8/18, , 23, 3, 
2014/9/28, , 36, 2, 
2014/9/29, , 27, 4, 
2014/1/1, , 31, 2, 
2016/9/4, , , 45, 
2016/9/5, , , 7, 
2016/9/6, , , 12, 
2016/9/7, , , 11, 
2016/9/8, , , 15, 
