date, pm25, o3, no2
2015/11/30, 11, 6, 4
2015/12/1, 15, 17, 8
2015/12/2, 17, 24, 10
2015/12/3, 27, 27, 11
2015/12/4, 20, 29, 13
2015/12/5, 32, 31, 14
2015/12/6, 41, 30, 9
2015/12/7, 38, 31, 10
2015/12/8, 26, 34, 16
2015/12/9, 44, 32, 15
2015/12/10, 44, 26, 13
2015/12/11, 52, 21, 9
2015/12/12, 57, 19, 3
2015/12/13, 50, 28, 5
2015/12/14, 14, 28, 12
2015/12/15, 18, 26, 10
2015/12/16, 32, 32, 6
2015/12/17, 11, 26, 11
2015/12/18, 19, 23, 11
2015/12/19, 24, 34, 10
2015/12/20, 37, 23, 5
2015/12/21, 23, 20, 9
2015/12/22, 30, 34, 8
2015/12/23, 33, 24, 9
2015/12/24, 30, 23, 12
2015/12/25, 55, 16, 5
2015/12/26, 63, 17, 2
2015/12/27, 51, 19, 1
2015/12/28, 16, 23, 2
2015/12/29, 12, 18, 8
2015/12/30, 22, 21, 6
2015/12/31, 29, 23, 4
2016/1/1, 26, , 
2016/1/4, 21, 30, 9
2015/7/2, 30, 22, 1
2015/7/3, 59, 22, 
2015/7/4, 68, 19, 
2015/7/5, 53, 17, 
2015/7/6, 61, 19, 
2015/7/7, 69, 17, 
2015/7/8, 62, 22, 
2015/7/9, 83, 20, 1
2015/7/10, 84, 22, 1
2015/7/11, 71, 24, 
2015/7/12, 63, 22, 1
2015/7/13, 39, 25, 2
2015/7/14, 58, 28, 2
2015/7/15, 58, 29, 1
2015/7/16, 28, 30, 1
2015/7/17, 32, 27, 1
2015/7/18, 35, 21, 
2015/7/19, 36, 24, 1
2015/7/20, 52, 24, 1
2015/7/21, 44, 24, 1
2015/7/22, 40, 26, 1
2015/7/23, 54, 27, 1
2015/7/24, 51, 29, 1
2015/7/25, 51, 31, 1
2015/7/26, 35, 33, 1
2015/7/27, 51, 27, 2
2015/7/28, 51, 27, 1
2015/7/29, 61, 28, 2
2015/7/30, 57, 47, 3
2015/7/31, 51, 40, 3
2015/8/1, 53, 66, 
2015/8/2, 46, 63, 
2015/8/3, 45, 68, 
2015/8/4, 44, 29, 2
2015/8/5, 59, 27, 
2015/8/6, 37, 27, 3
2015/8/7, 57, 30, 
2015/8/8, 41, 26, 
2015/8/9, 60, 28, 1
2015/8/10, 43, 41, 2
2015/8/11, 36, 45, 4
2015/8/12, 39, 44, 6
2015/8/13, 48, 71, 7
2015/8/14, 50, 58, 6
2015/8/15, 40, 70, 5
2015/8/16, 42, 56, 3
2015/8/17, 44, 52, 3
2015/8/18, 19, 34, 1
2015/8/19, 29, 39, 1
2015/8/20, 36, 33, 4
2015/8/21, 38, 41, 6
2015/8/22, 34, 28, 
2015/8/23, 35, 27, 1
2015/8/24, 28, 36, 3
2015/8/25, 27, 45, 3
2015/8/26, 30, 45, 4
2015/8/27, 33, 77, 4
2015/8/28, 53, 73, 5
2015/8/29, 50, 79, 3
2015/8/30, 46, 59, 1
2015/8/31, 30, 39, 2
2015/9/1, 26, 37, 3
2015/9/2, 13, 45, 3
2015/9/3, 11, 44, 3
2015/9/4, 16, 31, 2
2015/9/5, 29, 23, 1
2015/9/6, 52, 22, 1
2015/9/7, 43, 26, 1
2015/9/8, 41, 27, 1
2015/9/9, 42, 33, 3
2015/9/10, 39, 35, 4
2015/9/11, 55, 31, 4
2015/9/12, 40, 43, 3
2015/9/13, 20, 47, 4
2015/9/14, 28, 48, 4
2015/9/15, 23, 32, 3
2015/9/16, 36, 28, 1
2015/9/17, 20, 30, 2
2015/9/18, 24, 29, 3
2015/9/19, 21, 36, 
2015/9/20, 21, 37, 2
2015/9/21, 25, 42, 3
2015/9/22, 23, 47, 6
2015/9/23, 50, 52, 5
2015/9/24, 31, 50, 6
2015/9/25, 39, 49, 8
2015/9/26, 47, 44, 6
2015/9/27, 42, 50, 4
2015/9/28, 47, 44, 5
2015/9/29, 53, 33, 5
2015/9/30, 32, 43, 7
2015/10/1, 44, 60, 9
2015/4/2, 46, 29, 1
2015/4/3, 55, 34, 1
2015/4/4, 52, 34, 1
2015/4/5, 24, 25, 1
2015/4/6, 39, 25, 1
2015/4/7, 49, 30, 
2015/4/8, 48, 25, 
2015/4/9, 50, 29, 1
2015/4/10, 51, 30, 3
2015/4/11, 26, 20, 2
2015/4/12, 44, 24, 1
2015/4/13, 38, 32, 2
2015/4/14, 21, 31, 3
2015/4/15, 18, 41, 4
2015/4/16, 22, 27, 1
2015/4/17, 27, 23, 
2015/4/18, 24, 29, 
2015/4/19, 26, 38, 
2015/4/20, 27, 40, 1
2015/4/21, 16, 48, 4
2015/4/22, 30, 32, 3
2015/4/23, 28, 26, 2
2015/4/24, 41, 22, 3
2015/4/25, 58, , 3
2015/4/26, 35, , 
2015/4/27, 68, , 1
2015/4/28, 29, 29, 
2015/4/29, 14, 42, 4
2015/4/30, 20, 56, 8
2015/5/1, 31, 64, 7
2015/5/2, 35, 69, 4
2015/5/3, 36, 43, 1
2015/5/4, 26, 38, 
2015/5/5, 31, 38, 1
2015/5/6, 32, 31, 1
2015/5/7, 41, 28, 
2015/5/8, 58, 24, 1
2015/5/9, 76, 30, 
2015/5/10, 75, 21, 
2015/5/11, 77, 27, 
2015/5/12, 58, 23, 4
2015/5/13, 30, 18, 5
2015/5/14, 37, 26, 4
2015/5/15, 46, 22, 5
2015/5/16, 35, 22, 2
2015/5/17, 55, 33, 1
2015/5/18, 45, 29, 
2015/5/19, 72, 26, 
2015/5/20, 53, 33, 
2015/5/21, 52, 25, 2
2015/5/22, 17, 25, 3
2015/5/23, 43, 29, 
2015/5/24, 41, 28, 2
2015/5/25, 26, 22, 1
2015/5/26, 35, 24, 2
2015/5/27, 66, 22, 2
2015/5/28, 71, 24, 2
2015/5/29, 68, 36, 3
2015/5/30, 25, 32, 3
2015/5/31, 32, 38, 2
2015/6/1, 20, 55, 5
2015/6/2, 28, 45, 3
2015/6/3, 24, 35, 
2015/6/4, 21, 38, 2
2015/6/5, 27, 37, 2
2015/6/6, 22, 35, 3
2015/6/7, 19, 29, 1
2015/6/8, 19, 33, 2
2015/6/9, 22, 40, 3
2015/6/10, 26, 39, 3
2015/6/11, 29, 26, 1
2015/6/12, 27, 24, 1
2015/6/13, 28, 25, 1
2015/6/14, 31, 20, 
2015/6/15, 28, 28, 1
2015/6/16, 23, 19, 
2015/6/17, 19, 25, 1
2015/6/18, 20, 22, 1
2015/6/19, 39, 18, 2
2015/6/20, 66, 15, 
2015/6/21, 54, 15, 1
2015/6/22, 69, 17, 2
2015/6/23, 69, 18, 2
2015/6/24, 35, 23, 2
2015/6/25, 26, 23, 2
2015/6/26, 25, 26, 2
2015/6/27, 49, 30, 2
2015/6/28, 47, 26, 2
2015/6/29, 42, 23, 2
2015/6/30, 82, 86, 1
2015/7/1, 61, , 
2015/1/2, 25, 6, 3
2015/1/3, 13, 20, 5
2015/1/4, 20, 27, 2
2015/1/5, 23, 19, 10
2015/1/6, 20, 24, 15
2015/1/7, 25, 28, 7
2015/1/8, 23, 26, 5
2015/1/9, 8, 17, 4
2015/1/10, 23, 17, 3
2015/1/11, 22, 17, 2
2015/1/12, 15, 14, 3
2015/1/13, 20, 12, 2
2015/1/14, 22, 9, 4
2015/1/15, 27, 22, 3
2015/1/16, 26, 26, 
2015/1/17, 27, 33, 9
2015/1/18, 32, 34, 8
2015/1/19, 16, 44, 14
2015/1/20, 33, 32, 17
2015/1/21, 39, 24, 5
2015/1/22, 49, 26, 
2015/1/23, 8, 24, 1
2015/1/24, 17, 26, 6
2015/1/25, 23, 29, 5
2015/1/26, 21, 25, 11
2015/1/27, 18, 33, 13
2015/1/28, 26, 37, 10
2015/1/29, 27, 30, 6
2015/1/30, 28, 24, 2
2015/1/31, 28, 21, 5
2015/2/1, 37, 22, 2
2015/2/2, 17, 21, 6
2015/2/3, 12, 15, 5
2015/2/4, 25, 19, 7
2015/2/5, 19, 12, 3
2015/2/6, 16, 14, 10
2015/2/7, 29, 29, 7
2015/2/8, 31, 28, 7
2015/2/9, 38, 42, 10
2015/2/10, 32, 47, 11
2015/2/11, 33, 40, 7
2015/2/12, 37, 29, 5
2015/2/13, 49, 38, 7
2015/2/14, 41, 40, 6
2015/2/15, 58, 30, 1
2015/2/16, 45, 26, 
2015/2/17, 22, 29, 8
2015/2/18, 19, 35, 10
2015/2/19, 20, 37, 8
2015/2/20, 21, 31, 2
2015/2/21, 23, 36, 3
2015/2/22, 46, 19, 4
2015/2/23, 41, 20, 
2015/2/24, 8, 19, 1
2015/2/25, 11, 34, 7
2015/2/26, 22, 25, 9
2015/2/27, 36, 26, 2
2015/2/28, 22, 16, 1
2015/3/1, 29, 15, 
2015/3/2, 24, 14, 2
2015/3/3, 20, 5, 9
2015/3/4, 33, 17, 5
2015/3/5, 32, 34, 2
2015/3/6, 16, 30, 6
2015/3/7, 23, 48, 7
2015/3/8, 31, 24, 5
2015/3/9, 22, 16, 5
2015/3/10, 12, 25, 2
2015/3/11, 13, 25, 5
2015/3/12, 17, 28, 6
2015/3/13, 23, 35, 10
2015/3/14, 32, 41, 5
2015/3/15, 34, 36, 2
2015/3/16, 28, 27, 6
2015/3/17, 32, 20, 4
2015/3/18, 35, 28, 5
2015/3/19, 20, 18, 1
2015/3/20, 43, 20, 2
2015/3/21, 35, 19, 
2015/3/22, 16, 27, 1
2015/3/23, 17, 42, 5
2015/3/24, 31, 36, 3
2015/3/25, 30, 36, 2
2015/3/26, 26, 31, 1
2015/3/27, 19, 35, 5
2015/3/28, 17, 40, 4
2015/3/29, 25, 35, 1
2015/3/30, 28, 30, 3
2015/3/31, 32, 32, 1
2015/4/1, 33, 30, 2
2014/10/2, 19, 24, 4
2014/10/3, 51, 36, 4
2014/10/4, 10, 43, 6
2014/10/5, 16, 39, 2
2014/10/6, 26, 38, 3
2014/10/7, 22, 33, 4
2014/10/8, 28, 25, 2
2014/10/9, 29, 25, 2
2014/10/10, 20, 24, 2
2014/10/11, 54, 14, 1
2014/10/12, 21, 22, 6
2014/10/13, 39, 31, 2
2014/10/14, 12, 30, 7
2014/10/15, 14, 38, 12
2014/10/16, 18, 42, 11
2014/10/17, 22, 42, 10
2014/10/18, 27, 35, 4
2014/10/19, 28, 40, 1
2014/10/20, 26, 46, 3
2014/10/21, 52, 49, 8
2014/10/22, 48, 49, 9
2014/10/23, 49, 71, 9
2014/10/24, 57, 54, 10
2014/10/25, 54, 52, 8
2014/10/26, 48, 50, 5
2014/10/27, 34, 35, 4
2014/10/28, 25, 33, 6
2014/10/29, 32, 34, 4
2014/10/30, 33, 36, 5
2014/10/31, 47, 28, 21
2014/11/1, 18, 36, 3
2014/11/2, 31, 39, 2
2014/11/3, 20, 30, 2
2014/11/4, 24, 30, 3
2014/11/5, 20, 27, 1
2014/11/6, 7, 21, 3
2014/11/7, 13, 26, 6
2014/11/8, 15, 29, 5
2014/11/9, 15, 30, 6
2014/11/10, 11, 32, 9
2014/11/11, 25, 22, 4
2014/11/12, 25, 24, 
2014/11/13, 11, 22, 1
2014/11/14, 9, 18, 6
2014/11/15, 18, 17, 8
2014/11/16, 26, 12, 1
2014/11/17, 17, 27, 12
2014/11/18, 17, 28, 10
2014/11/19, 22, 28, 11
2014/11/20, 28, 11, 13
2014/11/21, 37, 21, 4
2014/11/22, 25, 23, 2
2014/11/23, 21, 26, 3
2014/11/24, 15, 26, 6
2014/11/25, 14, 29, 11
2014/11/26, 21, 31, 9
2014/11/27, 27, 29, 5
2014/11/28, 24, 34, 8
2014/11/29, 30, 29, 1
2014/11/30, 18, 28, 4
2014/12/1, 26, 15, 2
2014/12/2, 23, 15, 8
2014/12/3, 31, 3, 12
2014/12/4, 68, 17, 8
2014/12/5, 56, 19, 4
2014/12/6, 52, 21, 4
2014/12/7, 49, 22, 
2014/12/8, 33, 24, 5
2014/12/9, 52, 26, 13
2014/12/10, 57, 32, 9
2014/12/11, 42, 28, 7
2014/12/12, 27, 33, 5
2014/12/13, 23, 31, 6
2014/12/14, 22, 26, 4
2014/12/15, 24, 28, 7
2014/12/16, 18, 24, 5
2014/12/17, 14, 15, 8
2014/12/18, 29, 13, 3
2014/12/19, 38, 26, 1
2014/12/20, 18, 26, 4
2014/12/21, 21, 22, 2
2014/12/22, 23, 20, 6
2014/12/23, 29, 28, 3
2014/12/24, 15, 25, 4
2014/12/25, 17, 32, 8
2014/12/26, 29, 25, 2
2014/12/27, 27, 23, 
2014/12/28, 25, 23, 4
2014/12/29, 18, , 
2014/7/2, 64, 29, 3
2014/7/3, 48, 33, 4
2014/7/4, 58, 36, 4
2014/7/5, 46, 43, 4
2014/7/6, 55, 27, 2
2014/7/7, 49, 24, 3
2014/7/8, 65, 25, 2
2014/7/9, 55, 25, 3
2014/7/10, 71, 30, 3
2014/7/11, 36, 22, 4
2014/7/12, 65, 23, 2
2014/7/13, 71, 25, 1
2014/7/14, 32, 36, 3
2014/7/15, 29, 33, 4
2014/7/16, 33, 30, 5
2014/7/17, 38, 26, 2
2014/7/18, 65, 23, 3
2014/7/19, 27, 52, 5
2014/7/20, 50, 36, 3
2014/7/21, 63, 37, 3
2014/7/22, 60, 36, 5
2014/7/23, 42, 62, 5
2014/7/24, 61, 47, 5
2014/7/25, 49, 39, 3
2014/7/26, 49, 28, 2
2014/7/27, 62, 25, 2
2014/7/28, 51, 35, 3
2014/7/29, 52, 36, 5
2014/7/30, 52, 30, 3
2014/7/31, 53, 30, 2
2014/8/1, 60, 35, 2
2014/8/2, 11, 39, 2
2014/8/3, 19, 37, 2
2014/8/4, 40, 43, 5
2014/8/5, 54, 51, 6
2014/8/6, 45, 44, 4
2014/8/7, 39, 35, 2
2014/8/8, 46, 32, 2
2014/8/9, 29, 28, 3
2014/8/10, 37, 29, 2
2014/8/11, 41, 34, 3
2014/8/12, 29, 39, 5
2014/8/13, 31, 48, 6
2014/8/14, 29, 59, 8
2014/8/15, 39, 36, 4
2014/8/16, 29, 35, 2
2014/8/17, 26, 24, 1
2014/8/18, 64, 25, 2
2014/8/19, 57, 27, 3
2014/8/20, 50, 24, 1
2014/8/21, 66, 21, 1
2014/8/22, 65, 26, 2
2014/8/23, 57, 27, 1
2014/8/24, 41, 30, 1
2014/8/25, 31, 37, 3
2014/8/26, 32, 54, 4
2014/8/27, 44, 53, 6
2014/8/28, 44, 43, 5
2014/8/29, 26, 40, 3
2014/8/30, 19, 48, 2
2014/8/31, 19, 28, 1
2014/9/1, 24, 26, 1
2014/9/2, 37, 27, 2
2014/9/3, 18, 19, 4
2014/9/4, 24, 17, 5
2014/9/5, 26, 28, 5
2014/9/6, 20, 33, 4
2014/9/7, 24, 33, 2
2014/9/8, 26, 41, 6
2014/9/9, 25, 31, 3
2014/9/10, 27, 24, 2
2014/9/11, 13, 27, 2
2014/9/12, 18, 27, 3
2014/9/13, 24, 17, 1
2014/9/14, 9, 26, 1
2014/9/15, 34, , 
2014/9/17, 33, 28, 5
2014/9/18, 24, 26, 3
2014/9/19, 36, 23, 4
2014/9/20, 33, 25, 3
2014/9/21, 27, 41, 1
2014/9/22, 29, 48, 5
2014/9/23, 56, 58, 6
2014/9/24, 43, 56, 7
2014/9/25, 35, 43, 8
2014/9/26, 40, 36, 6
2014/9/27, 33, 33, 5
2014/9/28, 35, 35, 5
2014/9/29, 38, 39, 7
2014/9/30, 37, 51, 11
2014/10/1, 46, 34, 4
2014/4/2, 38, 25, 3
2014/4/3, 53, 26, 4
2014/4/4, 66, 40, 2
2014/4/5, 22, 30, 4
2014/4/6, 23, 24, 3
2014/4/7, 33, 33, 7
2014/4/8, 22, 35, 5
2014/4/9, 18, 39, 11
2014/4/10, 27, 35, 6
2014/4/11, 29, 35, 4
2014/4/12, 27, 32, 2
2014/4/13, 45, 30, 2
2014/4/14, 49, 28, 2
2014/4/15, 28, 36, 7
2014/4/16, 19, 45, 8
2014/4/17, 20, 33, 6
2014/4/18, 27, 41, 5
2014/4/19, 28, 45, 6
2014/4/20, 44, 31, 3
2014/4/21, 36, 28, 4
2014/4/22, 27, 46, 5
2014/4/23, 22, 34, 5
2014/4/24, 32, 38, 4
2014/4/25, 37, 41, 6
2014/4/26, 47, 33, 3
2014/4/27, 59, 30, 3
2014/4/28, 64, 38, 4
2014/4/29, 30, 40, 6
2014/4/30, 32, 35, 4
2014/5/1, 31, 46, 8
2014/5/2, 20, 44, 10
2014/5/3, 27, 45, 6
2014/5/4, 26, 47, 3
2014/5/5, 28, 47, 4
2014/5/6, 38, 40, 3
2014/5/7, 45, 31, 2
2014/5/8, 44, 30, 3
2014/5/9, 73, 29, 6
2014/5/10, 51, 55, 7
2014/5/11, 29, 36, 2
2014/5/12, 43, 25, 3
2014/5/13, 67, 29, 2
2014/5/14, 11, 36, 4
2014/5/15, 15, 45, 9
2014/5/16, 19, 47, 6
2014/5/17, 21, 46, 4
2014/5/18, 33, 43, 2
2014/5/19, 28, 42, 2
2014/5/20, 28, 38, 2
2014/5/21, 37, 29, 2
2014/5/22, 26, 26, 2
2014/5/23, 30, 26, 3
2014/5/24, 21, 21, 2
2014/5/25, 29, 24, 2
2014/5/26, 34, 28, 3
2014/5/27, 17, 30, 7
2014/5/28, 33, 34, 4
2014/5/29, 19, 39, 6
2014/5/30, 26, 62, 9
2014/5/31, 39, 47, 6
2014/6/1, 40, 45, 3
2014/6/2, 44, 31, 3
2014/6/3, 27, 32, 3
2014/6/4, 19, 24, 2
2014/6/5, 22, 18, 2
2014/6/6, 20, 17, 2
2014/6/7, 51, 20, 1
2014/6/8, 43, 21, 2
2014/6/9, 54, 25, 3
2014/6/10, 44, 39, 4
2014/6/11, 15, 36, 8
2014/6/12, 47, 30, 3
2014/6/13, 64, 35, 4
2014/6/14, 35, 25, 2
2014/6/15, 37, 24, 1
2014/6/16, 54, 21, 1
2014/6/17, 65, 18, 1
2014/6/18, 44, 22, 1
2014/6/19, 50, 23, 2
2014/6/20, 41, 26, 2
2014/6/21, 50, 23, 1
2014/6/22, 71, 21, 2
2014/6/23, 80, 25, 2
2014/6/24, 50, 24, 2
2014/6/25, 39, 21, 3
2014/6/26, 38, 26, 5
2014/6/27, 28, 20, 2
2014/6/28, 39, 24, 1
2014/6/29, 61, 20, 1
2014/6/30, 74, 21, 1
2014/7/1, 83, 25, 2
2014/1/2, 80, 23, 7
2014/1/3, 18, 28, 14
2014/1/4, 23, 33, 12
2014/1/5, 28, 29, 14
2014/1/6, 21, 28, 7
2014/1/7, 13, 25, 11
2014/1/8, 24, 15, 6
2014/1/9, 26, 22, 5
2014/1/10, 30, 20, 12
2014/1/11, 28, 32, 9
2014/1/12, 27, 27, 12
2014/1/13, 39, 29, 8
2014/1/14, 18, 32, 10
2014/1/15, 16, 30, 8
2014/1/16, 12, 35, 22
2014/1/17, 27, 31, 8
2014/1/18, 26, 36, 18
2014/1/19, 45, 32, 12
2014/1/20, 29, 37, 13
2014/1/21, 35, 32, 8
2014/1/22, 15, 36, 17
2014/1/23, 22, 21, 6
2014/1/24, 21, 23, 9
2014/1/25, 23, 26, 12
2014/1/26, 38, 38, 12
2014/1/27, 44, 27, 5
2014/1/28, 21, 23, 4
2014/1/29, 16, 27, 13
2014/1/30, 19, 28, 7
2014/1/31, 28, 31, 6
2014/2/1, 21, 30, 4
2014/2/2, 33, 20, 2
2014/2/3, 29, 24, 4
2014/2/4, 20, 23, 11
2014/2/5, 23, 25, 4
2014/2/6, 25, 23, 3
2014/2/7, 15, 17, 7
2014/2/8, 26, 27, 10
2014/2/9, 38, 29, 8
2014/2/10, 33, 15, 4
2014/2/11, 24, 20, 3
2014/2/12, 23, 26, 5
2014/2/13, 23, 35, 14
2014/2/14, 29, 33, 10
2014/2/15, 27, 44, 6
2014/2/16, 26, 30, 5
2014/2/17, 57, 33, 5
2014/2/18, 48, 27, 11
2014/2/19, 49, 29, 6
2014/2/20, 42, 33, 3
2014/2/21, 36, 36, 6
2014/2/22, 14, 37, 6
2014/2/23, 31, 32, 4
2014/2/24, 44, 33, 6
2014/2/25, 51, 14, 5
2014/2/26, 49, 19, 3
2014/2/27, 30, 27, 9
2014/2/28, 23, 28, 9
2014/3/1, 39, 26, 9
2014/3/2, 45, 19, 2
2014/3/3, 36, 29, 1
2014/3/4, 13, 24, 9
2014/3/5, 23, 26, 12
2014/3/6, 34, 25, 7
2014/3/7, 36, 43, 13
2014/3/8, 47, 28, 5
2014/3/9, 46, 25, 3
2014/3/10, 36, 23, 7
2014/3/11, 29, 31, 3
2014/3/12, 19, 30, 2
2014/3/13, 20, 35, 12
2014/3/14, 15, 35, 7
2014/3/15, 33, 34, 3
2014/3/16, 36, 36, 3
2014/3/17, 26, 34, 5
2014/3/18, 11, 42, 11
2014/3/19, 39, 33, 5
2014/3/20, 52, 51, 
2014/3/21, 29, 37, 
2014/3/22, 43, 28, 
2014/3/23, 38, 30, 
2014/3/24, 28, 25, 
2014/3/25, 45, 44, 5
2014/3/26, 40, 38, 4
2014/3/27, 35, 29, 5
2014/3/28, 23, 30, 5
2014/3/29, 37, 39, 3
2014/3/30, 22, 40, 5
2014/3/31, 26, 34, 4
2014/4/1, 26, 30, 3
2023/3/5, , 46, 4
2023/3/6, , 33, 5
2023/3/7, , 23, 3
2023/3/8, , 27, 2
2023/3/9, , 27, 2
2022/4/2, , 40, 2
2022/4/3, , 52, 3
2022/4/4, , 52, 3
2022/4/17, , 30, 1
2022/4/18, , 25, 3
2022/4/19, , 39, 3
2022/4/20, , 25, 3
2022/4/21, , 23, 1
2022/3/2, , 43, 7
2022/3/3, , 42, 5
2020/4/1, , 43, 
2020/6/14, , 50, 
2020/6/15, , 36, 
2020/1/1, , 20, 
2020/3/3, , 23, 
2019/7/1, , 34, 
2019/6/30, , 30, 
2019/1/1, , 14, 
2017/8/28, , 30, 2
2017/8/29, , 32, 2
2016/1/3, , 26, 5
2015/1/1, , 7, 4
2014/9/16, , 31, 6
2014/1/1, , 21, 11
