date, pm25, pm10, so2, co
2015/12/9, 17, 9, , 4
2015/12/10, 13, 15, , 4
2015/12/11, 21, 18, , 5
2015/12/12, 20, 16, , 5
2015/12/13, 26, 15, , 5
2015/12/14, 24, 14, , 6
2015/12/15, 23, 16, , 5
2015/12/16, 20, 17, , 
2015/12/17, 21, 14, , 
2015/12/18, 20, 12, , 5
2015/12/19, 14, 21, , 
2015/12/20, 28, 24, , 
2015/12/21, 26, 20, , 5
2015/12/22, 20, 14, , 5
2015/12/23, 16, 15, , 5
2015/12/24, 22, 12, 1, 5
2015/12/25, 12, 11, , 
2015/12/26, 16, 11, , 5
2015/12/27, 15, 14, , 5
2015/12/28, 17, 14, , 5
2015/12/29, 20, 15, 1, 6
2015/12/30, 21, 14, , 6
2015/12/31, 22, 17, , 6
2016/1/1, 22, , , 
2016/1/4, 13, 10, , 9
2015/7/2, 29, 13, , 3
2015/7/3, 37, 11, , 
2015/7/4, 22, 5, , 3
2015/7/5, 12, 4, , 2
2015/7/6, 14, 3, , 2
2015/7/7, 15, 4, , 
2015/7/8, 17, 7, , 3
2015/7/9, 15, 7, , 3
2015/7/10, 17, 5, , 3
2015/7/11, 19, 4, , 3
2015/7/12, 14, 2, , 3
2015/7/14, 15, 5, , 3
2015/7/15, 13, 5, , 3
2015/7/16, 18, 2, 2, 3
2015/7/17, 15, 6, , 3
2015/7/18, 21, 7, , 
2015/7/19, 18, 6, , 3
2015/7/20, 19, 5, 1, 4
2015/7/21, 16, 5, , 4
2015/7/22, 13, 5, , 4
2015/7/23, 14, 4, , 3
2015/7/24, 13, 6, , 
2015/7/25, 18, 5, , 4
2015/7/26, 17, 7, , 4
2015/7/27, 23, 7, , 4
2015/7/28, 17, 11, 25, 4
2015/7/29, 23, 10, 18, 4
2015/7/30, 17, 6, , 4
2015/7/31, 21, 6, , 4
2015/8/1, 19, 13, , 4
2015/8/2, 23, 10, , 4
2015/8/3, 26, 9, , 4
2015/8/4, 25, 7, , 5
2015/8/5, 17, 8, , 4
2015/8/6, 18, 14, , 4
2015/8/7, 22, 13, , 5
2015/8/8, 25, 12, , 
2015/8/9, 26, 6, , 4
2015/8/10, 15, 9, , 4
2015/8/11, 20, 7, , 5
2015/8/12, 13, 9, , 
2015/8/13, 16, 7, , 4
2015/8/14, 13, 10, , 
2015/8/15, 15, 7, , 
2015/8/16, 17, 6, , 
2015/8/17, 13, 17, , 5
2015/8/18, 8, 5, , 5
2015/8/19, 13, 7, , 6
2015/8/20, 24, 5, , 6
2015/8/21, 20, 6, , 5
2015/8/22, 18, 9, , 5
2015/8/23, 22, 9, , 5
2015/8/24, 23, 5, 1, 6
2015/8/25, 16, 2, , 6
2015/8/26, 11, 6, , 6
2015/8/27, 13, 8, 3, 7
2015/8/28, 9, 5, , 6
2015/8/29, 17, 2, , 5
2015/8/30, 13, 5, , 
2015/8/31, 18, 4, , 6
2015/9/1, 15, 7, , 5
2015/9/2, 15, 10, , 6
2015/9/3, 26, 4, , 6
2015/9/4, 13, 10, , 6
2015/9/5, 29, 7, , 6
2015/9/6, 22, 7, , 5
2015/9/7, 26, 8, , 5
2015/9/8, 31, 6, , 5
2015/9/9, 26, 6, , 6
2015/9/10, 14, 5, , 7
2015/9/11, 11, 6, , 7
2015/9/12, 20, 7, , 6
2015/9/13, 28, 4, , 6
2015/9/14, 18, 4, 1, 6
2015/9/15, 18, 4, , 6
2015/9/16, 26, 6, , 6
2015/9/17, 17, 3, , 6
2015/9/18, 15, 9, , 
2015/9/19, 23, 9, , 
2015/9/20, 18, 9, , 
2015/9/21, 21, 6, , 6
2015/9/22, 18, 8, , 6
2015/9/23, 23, 6, , 6
2015/9/24, 20, 4, , 6
2015/9/25, 23, 6, , 6
2015/9/26, 18, 9, , 6
2015/9/27, 19, 6, , 6
2015/9/28, 15, 9, , 6
2015/9/29, 24, 7, , 
2015/9/30, 26, 8, , 6
2015/10/1, 21, 6, , 7
2015/4/2, 14, 13, , 9
2015/4/3, 23, 16, , 9
2015/4/4, 19, 10, , 
2015/4/5, 18, 18, , 8
2015/4/6, 18, 11, , 7
2015/4/7, 11, 7, , 8
2015/4/8, 9, 8, , 6
2015/4/9, 9, 14, , 7
2015/4/10, 16, 11, , 7
2015/4/11, 11, 10, , 
2015/4/12, 8, 4, , 7
2015/4/13, 9, 5, 2, 6
2015/4/14, 12, 8, , 9
2015/4/15, 13, 9, , 8
2015/4/16, 10, 7, , 7
2015/4/17, 15, 9, , 5
2015/4/18, 13, 15, , 5
2015/4/19, 13, 12, , 5
2015/4/20, 8, 10, , 7
2015/4/21, 10, 10, , 7
2015/4/22, 20, 13, , 6
2015/4/23, 18, 20, 1, 5
2015/4/24, 26, 22, , 
2015/4/25, 31, 19, , 
2015/4/26, 17, 9, , 
2015/4/27, 8, 12, , 
2015/4/28, 36, 4, , 2
2015/4/29, 13, 9, , 1
2015/4/30, 10, 13, , 1
2015/5/1, 9, 10, , 1
2015/5/2, 8, 11, , 
2015/5/3, 13, 12, , 
2015/5/4, 15, 11, , 1
2015/5/5, 18, 15, , 1
2015/5/6, 26, 11, , 1
2015/5/7, 14, 8, , 1
2015/5/8, 15, 5, , 1
2015/5/9, 13, 13, , 
2015/5/10, 15, 14, , 
2015/5/11, 16, 13, , 1
2015/5/12, 15, 12, , 1
2015/5/13, 12, 12, , 
2015/5/14, 13, 11, , 1
2015/5/15, 18, 9, , 1
2015/5/16, 21, 11, , 
2015/5/17, 27, 15, , 
2015/5/18, 20, 21, , 1
2015/5/19, 36, 21, , 
2015/5/20, 41, 9, , 1
2015/5/21, 17, 11, , 2
2015/5/22, 18, 12, 2, 2
2015/5/23, 24, 21, , 1
2015/5/24, 30, 15, , 
2015/5/25, 20, 9, , 1
2015/5/26, 16, 47, , 1
2015/5/27, 12, 5, , 2
2015/5/28, 12, 3, , 2
2015/5/29, 15, 3, , 1
2015/5/30, 15, 5, , 2
2015/5/31, 14, 6, , 
2015/6/1, 10, 12, , 2
2015/6/2, 20, 14, , 2
2015/6/3, 22, 8, , 2
2015/6/4, 18, 9, , 2
2015/6/5, 9, 11, , 2
2015/6/6, 15, 5, , 2
2015/6/7, 11, 6, , 1
2015/6/8, 20, 4, , 2
2015/6/9, 19, 7, , 2
2015/6/10, 21, 7, , 2
2015/6/11, 20, 7, , 2
2015/6/12, 20, 6, , 2
2015/6/13, 17, 6, , 2
2015/6/14, 18, 7, , 2
2015/6/15, 13, 8, , 2
2015/6/16, 11, 5, , 2
2015/6/17, 20, 5, , 2
2015/6/18, 29, 4, , 2
2015/6/19, 15, 2, , 2
2015/6/20, 19, 4, , 2
2015/6/21, 17, 4, , 
2015/6/22, 19, 6, , 2
2015/6/23, 15, 4, , 2
2015/6/24, 11, 3, , 2
2015/6/25, 11, 8, , 2
2015/6/26, 20, 8, , 2
2015/6/27, 20, 9, , 2
2015/6/28, 19, 11, , 3
2015/6/29, 13, 6, , 3
2015/6/30, 21, 11, , 3
2015/7/1, 26, 10, 3, 3
2015/1/2, 39, 13, 1, 6
2015/1/3, 14, 12, , 5
2015/1/4, 23, 13, , 6
2015/1/5, 20, 17, , 8
2015/1/6, 29, 21, , 6
2015/1/7, 39, 22, 1, 2
2015/1/8, 32, 14, , 3
2015/1/9, 30, 12, , 3
2015/1/10, 28, 10, , 3
2015/1/11, 22, 9, , 3
2015/1/12, 23, 11, , 3
2015/1/13, 26, 11, , 3
2015/1/14, 34, 19, , 4
2015/1/15, 60, 21, , 3
2015/1/16, 52, 12, 1, 4
2015/1/17, 20, 11, 1, 3
2015/1/18, 29, 12, 1, 3
2015/1/19, 39, 14, , 4
2015/1/20, 29, 16, , 5
2015/1/21, 39, 12, , 5
2015/1/22, 18, 14, , 4
2015/1/23, 30, 9, , 4
2015/1/24, 16, 6, , 4
2015/1/25, 18, 7, , 
2015/1/26, 12, 11, , 4
2015/1/27, 20, 12, , 5
2015/1/28, 15, 13, , 5
2015/1/29, 32, 22, 1, 4
2015/1/30, 49, 13, 304, 5
2015/1/31, 27, 11, 499, 5
2015/2/1, 22, 8, 499, 5
2015/2/2, 20, 22, 363, 4
2015/2/3, 24, 26, , 5
2015/2/4, 21, 19, 1, 6
2015/2/5, 30, 19, 1, 5
2015/2/6, 32, 17, 2, 5
2015/2/7, 27, 21, 1, 5
2015/2/8, 35, 16, 1, 5
2015/2/9, 38, 19, 1, 4
2015/2/10, 28, 22, 1, 5
2015/2/11, 31, 23, 2, 5
2015/2/12, 32, 21, 1, 6
2015/2/13, 36, 20, , 5
2015/2/14, 33, 30, 1, 5
2015/2/18, 57, 23, , 6
2015/2/19, 50, 26, 2, 6
2015/2/20, 52, 13, , 6
2015/2/21, 22, 15, , 5
2015/2/22, 26, 12, 1, 6
2015/2/23, 28, 19, , 7
2015/2/24, 26, 17, , 7
2015/2/25, 25, 21, , 5
2015/2/26, 29, 9, 1, 7
2015/2/27, 18, 11, , 7
2015/2/28, 18, 8, , 
2015/3/1, 18, 9, , 6
2015/3/2, 16, 8, , 6
2015/3/3, 14, 8, , 6
2015/3/4, 19, 10, , 7
2015/3/5, 15, 10, , 6
2015/3/6, 15, 11, , 6
2015/3/7, 17, 12, , 6
2015/3/8, 16, 10, , 6
2015/3/9, 13, 8, , 6
2015/3/10, 13, 8, , 7
2015/3/11, 16, 9, , 8
2015/3/12, 13, 9, , 7
2015/3/13, 10, 8, , 5
2015/3/14, 8, 5, , 
2015/3/15, 5, 4, , 7
2015/3/16, 13, 6, 1, 8
2015/3/17, 16, 8, , 9
2015/3/18, 14, 11, , 8
2015/3/19, 23, 9, , 9
2015/3/20, 25, 4, , 8
2015/3/21, 7, 4, , 8
2015/3/23, 11, 10, , 7
2015/3/24, 11, 13, 1, 9
2015/3/25, 17, 8, , 8
2015/3/26, 16, 14, , 7
2015/3/27, 23, 15, , 8
2015/3/28, 17, 9, , 8
2015/3/29, 17, 5, , 8
2015/3/30, 13, 6, , 8
2015/3/31, 17, 6, , 9
2015/4/1, 9, 9, , 8
2014/10/2, 16, 9, , 4
2014/10/3, 17, 8, , 3
2014/10/4, 18, 10, , 3
2014/10/5, 17, 15, , 3
2014/10/6, 25, 16, , 4
2014/10/7, 33, 14, , 4
2014/10/8, 32, 11, , 4
2014/10/9, 20, 8, , 4
2014/10/10, 16, 9, , 3
2014/10/11, 20, 15, , 3
2014/10/12, 20, 15, , 2
2014/10/13, 20, 10, , 3
2014/10/14, 26, 11, , 3
2014/10/15, 20, 12, , 3
2014/10/16, 22, 11, , 3
2014/10/17, 24, 7, , 3
2014/10/18, 19, , , 
2014/10/22, 17, 10, , 
2014/10/23, 9, 10, , 
2014/10/24, 12, 9, , 
2014/10/25, 21, 9, , 
2014/10/26, 18, 16, , 
2014/10/27, 27, 10, , 
2014/10/28, 19, 9, , 
2014/10/29, 15, 6, , 
2014/10/30, 17, 12, , 
2014/10/31, 22, 13, , 
2014/11/1, 22, 18, , 
2014/11/2, 28, 13, , 
2014/11/3, 23, 18, , 2
2014/11/4, 21, 16, , 3
2014/11/5, 26, 15, , 2
2014/11/6, 22, 15, , 3
2014/11/7, 24, 11, , 3
2014/11/8, 21, 17, , 2
2014/11/9, 31, 13, , 2
2014/11/10, 15, 12, , 4
2014/11/11, 21, 11, , 3
2014/11/12, 21, 9, , 4
2014/11/13, 20, 10, , 4
2014/11/14, 18, 9, , 4
2014/11/15, 13, , , 
2014/11/21, 34, 17, , 2
2014/11/22, 21, 21, , 1
2014/11/23, 29, 17, , 2
2014/11/24, 23, 15, , 2
2014/11/25, 16, 13, , 1
2014/11/26, 14, 8, , 1
2014/11/27, 16, 11, , 
2014/11/28, 16, 12, , 2
2014/11/29, 26, 10, , 2
2014/11/30, 22, 10, , 2
2014/12/1, 21, 9, , 2
2014/12/2, 19, 9, , 2
2014/12/3, 17, 7, , 4
2014/12/4, 11, 7, , 3
2014/12/5, 13, 10, , 3
2014/12/6, 20, 6, , 
2014/12/10, 40, 12, , 3
2014/12/11, 36, 17, , 3
2014/12/12, 22, 11, , 6
2014/12/13, 16, 9, , 3
2014/12/14, 20, 14, , 3
2014/12/15, 18, 11, , 3
2014/12/16, 15, 12, , 3
2014/12/17, 15, 12, , 4
2014/12/18, 10, 10, , 4
2014/12/19, 10, 13, , 4
2014/12/20, 17, 17, , 4
2014/12/21, 15, 18, , 4
2014/12/22, 31, 11, , 4
2014/12/23, 21, 15, , 
2014/12/24, 26, 8, , 5
2014/12/25, 13, 9, , 4
2014/12/26, 11, 11, , 4
2014/12/27, 15, 20, , 4
2014/12/28, 26, 22, , 4
2014/12/29, 40, , , 
2014/7/2, 15, 9, 2, 4
2014/7/3, 14, 8, 2, 5
2014/7/4, 15, 9, 2, 4
2014/7/5, 15, 6, 2, 4
2014/7/6, 20, 7, 2, 
2014/7/7, 17, 9, 2, 5
2014/7/8, 56, 8, 2, 5
2014/7/9, 16, 11, 2, 5
2014/7/10, 17, 12, 2, 5
2014/7/11, 19, 11, 2, 5
2014/7/12, 23, 10, 2, 5
2014/7/13, 14, 10, 2, 5
2014/7/14, 15, 6, 2, 9
2014/7/15, 10, 6, 2, 1
2014/7/16, 20, 10, 2, 1
2014/7/17, 19, 9, 2, 1
2014/7/18, 14, 9, 2, 1
2014/7/19, 18, 7, 2, 1
2014/7/20, 22, 7, 2, 1
2014/7/21, 23, 8, 2, 1
2014/7/22, 12, 9, 2, 1
2014/7/23, 10, 9, 2, 1
2014/7/24, 20, 13, 2, 1
2014/7/25, 18, 8, 2, 1
2014/7/26, 14, 8, 2, 1
2014/7/27, 22, 15, 2, 1
2014/7/28, 20, 11, 2, 1
2014/7/29, 26, 11, 2, 1
2014/7/30, 22, 11, 2, 1
2014/7/31, 18, 11, 2, 1
2014/8/1, 24, 13, 2, 
2014/8/2, 22, 11, 2, 
2014/8/3, 20, 13, 2, 
2014/8/4, 20, 17, 2, 1
2014/8/5, 26, 17, 2, 
2014/8/6, 19, , , 
2014/8/12, 13, 9, , 403
2014/8/13, 14, 10, , 
2014/8/14, 20, 12, 2, 1
2014/8/15, 17, 13, 2, 1
2014/8/16, 20, 9, 2, 1
2014/8/17, 22, 9, 2, 1
2014/8/18, 20, 9, 2, 1
2014/8/19, 16, 7, 2, 1
2014/8/20, 14, 6, 2, 1
2014/8/21, 15, 9, 2, 1
2014/8/22, 27, 9, 2, 1
2014/8/23, 21, 10, 2, 
2014/8/24, 15, , , 
2014/8/28, 36, 12, 2, 2
2014/8/29, 33, 10, 2, 2
2014/8/30, 20, 4, 2, 
2014/8/31, 5, , , 
2014/9/3, 23, 9, 2, 2
2014/9/4, 18, 7, 2, 2
2014/9/5, 21, 5, 2, 2
2014/9/6, 22, 7, 2, 2
2014/9/7, 18, 8, 2, 2
2014/9/8, 16, 8, 2, 2
2014/9/9, 23, 7, 2, 2
2014/9/10, 13, 10, 2, 3
2014/9/11, 19, 9, 2, 2
2014/9/12, 16, 5, 2, 3
2014/9/13, 16, 3, 2, 3
2014/9/14, 13, 7, 2, 3
2014/9/15, 16, 7, 17, 3
2014/9/16, 19, 6, 2, 3
2014/9/17, 17, 8, 2, 3
2014/9/18, 14, 9, 2, 5
2014/9/19, 21, 8, 1, 2
2014/9/20, 20, 9, , 2
2014/9/21, 18, 11, , 2
2014/9/22, 19, 8, , 2
2014/9/23, 17, 6, , 2
2014/9/24, 16, 5, , 2
2014/9/25, 17, 9, , 2
2014/9/26, 18, 6, , 3
2014/9/27, 11, 15, , 3
2014/9/28, 22, 11, , 2
2014/9/29, 23, 9, , 3
2014/9/30, 23, 11, , 3
2014/10/1, 18, 12, , 3
2014/6/11, 16, 10, 2, 
2014/6/12, 25, 16, 2, 
2014/6/13, 26, 18, 2, 
2014/6/14, 25, 16, 2, 
2014/6/15, 26, 11, 2, 
2014/6/16, 20, 14, 2, 3
2014/6/17, 23, 8, 2, 3
2014/6/18, 74, 10, 2, 3
2014/6/19, 11, 10, 2, 3
2014/6/20, 18, 6, 2, 
2014/6/21, 15, 7, 2, 
2014/6/22, 11, 6, 2, 
2014/6/23, 9, 8, 2, 4
2014/6/24, 16, 6, 2, 4
2014/6/25, 15, 8, 2, 4
2014/6/26, 22, 11, 2, 4
2014/6/27, 18, 8, 2, 4
2014/6/28, 67, 5, 2, 5
2014/6/29, 7, 5, 2, 4
2014/6/30, 9, 8, 2, 4
2014/7/1, 11, 8, 2, 4
2022/7/18, , 12, , 
2022/4/19, , 13, , 
2021/11/29, , 11, , 3
2021/11/30, , 9, , 3
2021/12/1, , 9, , 3
2021/12/2, , 8, , 3
2021/7/28, , 8, , 5
2021/8/6, , 12, , 3
2021/9/24, , 6, , 5
2021/4/22, , 14, , 5
2021/4/23, , 14, , 5
2021/4/24, , 11, , 5
2021/4/25, , 9, , 5
2021/4/26, , 13, , 5
2021/1/17, , 11, , 5
2020/4/1, , 7, , 3
2020/1/1, , 13, , 2
2020/2/9, , 17, , 4
2020/2/10, , 11, , 4
2019/11/12, , 5, , 1
2019/4/20, , 11, , 2
2019/4/21, , 13, , 2
2019/4/22, , 15, , 3
2019/4/23, , 19, , 3
2019/1/1, , 16, , 3
2018/7/2, , 8, , 1
2018/7/3, , 14, 1, 2
2018/7/4, , 10, , 2
2018/7/5, , 11, , 2
2018/7/6, , 12, , 1
2018/7/7, , 15, , 1
2018/7/8, , 10, , 2
2018/7/9, , 10, , 2
2018/7/10, , 9, , 2
2018/7/11, , 13, , 2
2018/7/12, , 12, , 2
2018/7/13, , 11, , 2
2018/7/14, , 18, , 2
2018/7/15, , 14, , 2
2018/7/16, , 18, , 2
2018/7/17, , 16, , 2
2018/7/18, , 14, , 2
2018/7/19, , 18, , 2
2018/7/20, , 18, , 2
2018/7/21, , 11, , 2
2018/7/22, , 12, , 2
2018/7/23, , 8, , 2
2018/7/24, , 15, , 3
2018/7/25, , 12, , 2
2018/7/26, , 11, , 2
2018/7/27, , 9, , 2
2018/7/28, , 15, , 2
2018/7/29, , 12, , 2
2018/7/30, , 13, , 2
2018/7/31, , 14, , 2
2018/8/1, , 17, , 3
2018/8/2, , 21, , 3
2018/8/3, , 16, , 2
2018/8/4, , 11, , 3
2018/8/5, , 13, , 2
2018/8/6, , 10, , 3
2018/8/7, , 10, , 3
2018/8/8, , 11, , 3
2018/8/9, , 10, , 3
2018/8/10, , 4, , 3
2018/8/11, , 7, , 3
2018/8/12, , 9, , 3
2018/8/13, , 14, , 3
2018/8/14, , 14, , 3
2018/8/15, , 11, , 3
2018/8/16, , 9, , 3
2018/8/17, , 7, , 3
2018/8/18, , 6, , 3
2018/8/19, , 5, , 3
2018/8/20, , 12, , 3
2018/8/21, , 9, , 3
2018/8/22, , 12, , 3
2018/8/23, , 13, , 4
2018/8/25, , 9, , 4
2018/8/26, , 11, , 4
2018/8/27, , 8, , 4
2018/8/28, , 9, , 4
2018/8/29, , 12, , 4
2018/4/2, , 16, , 4
2018/4/3, , 12, , 5
2018/4/4, , 6, , 5
2018/4/5, , 15, , 5
2018/4/6, , 10, , 4
2018/4/7, , 9, , 5
2018/4/8, , 8, , 5
2018/4/9, , 5, , 5
2018/4/10, , 14, , 4
2018/4/12, , 12, , 4
2018/4/13, , 8, , 4
2018/4/14, , 11, , 4
2018/4/15, , 11, , 4
2018/4/16, , 13, , 4
2018/4/17, , 16, , 4
2018/4/18, , 17, , 4
2018/4/19, , 12, , 5
2018/4/20, , 12, , 5
2018/4/21, , 14, , 5
2018/4/22, , 11, , 4
2018/4/23, , 13, , 4
2018/4/24, , 10, , 4
2018/4/25, , 11, , 5
2018/4/26, , 14, , 5
2018/4/27, , 7, , 5
2018/4/28, , 12, , 5
2018/4/29, , 15, , 5
2018/4/30, , 14, , 4
2018/5/1, , 13, , 5
2018/5/2, , 7, , 5
2018/5/3, , 12, , 6
2018/5/4, , 10, , 5
2018/5/5, , 6, , 5
2018/5/6, , 7, , 5
2018/5/7, , 8, , 5
2018/5/8, , 12, , 5
2018/5/9, , 9, , 5
2018/5/10, , 12, , 5
2018/5/11, , 14, , 5
2018/5/12, , 14, , 6
2018/5/13, , 11, , 5
2018/5/14, , 9, , 5
2018/5/15, , 9, , 5
2018/5/16, , 9, , 5
2018/5/17, , 10, , 5
2018/5/18, , 13, , 5
2018/5/19, , 15, , 5
2018/5/20, , 17, , 5
2018/5/21, , 17, , 5
2018/5/22, , 16, , 5
2018/5/23, , 11, , 5
2018/5/24, , 8, , 5
2018/5/25, , 14, , 5
2018/5/26, , 15, , 5
2018/5/27, , 13, , 5
2018/5/28, , 9, , 5
2018/5/29, , 9, , 5
2018/5/30, , 15, , 6
2018/5/31, , 16, , 5
2018/6/1, , 13, , 5
2018/6/2, , 13, , 5
2018/6/3, , 13, , 6
2018/6/4, , 11, , 6
2018/6/5, , 11, , 6
2018/6/6, , 9, , 6
2018/6/7, , 11, , 6
2018/6/8, , 7, , 6
2018/6/9, , 10, , 6
2018/6/10, , 11, , 6
2018/6/11, , 11, , 6
2018/6/12, , 11, , 5
2018/6/13, , 11, , 6
2018/6/14, , 9, , 6
2018/6/15, , 14, , 6
2018/6/16, , 13, , 6
2018/6/17, , 17, 1, 6
2018/6/18, , 13, , 6
2018/6/19, , 8, , 
2018/6/20, , 7, , 6
2018/6/21, , 9, 5, 6
2018/6/22, , 9, , 6
2018/6/26, , 6, , 6
2018/6/27, , 12, , 6
2018/6/28, , 13, , 6
2018/6/29, , 9, , 
2018/6/30, , 12, , 
2018/3/21, , 15, , 4
2018/3/22, , 15, , 4
2018/3/23, , 14, , 5
2018/3/24, , 7, , 5
2018/3/25, , 8, , 4
2018/3/26, , 8, , 4
2018/3/27, , 7, , 4
2018/3/28, , 7, , 4
2018/3/29, , 9, , 5
2018/3/30, , 13, , 4
2018/3/31, , 14, , 4
2018/4/1, , 16, , 4
2017/10/30, , 9, , 4
2017/9/9, , 14, , 3
2017/4/2, , 12, , 
2016/10/3, , 17, , 7
2016/11/28, , 26, , 4
2016/9/13, , 5, , 6
2016/5/2, , 12, , 
2016/6/22, , 9, , 6
2016/2/14, , 18, , 4
2016/2/15, , 18, , 
2016/2/16, , 15, , 4
2015/11/7, , 17, , 8
2015/11/8, , 17, , 
2015/11/9, , 17, , 9
2016/1/3, , 10, , 5
2015/7/13, , 6, 1, 3
2015/1/1, , 18, 2, 5
2015/2/15, , 28, , 5
2015/2/16, , 20, , 5
2015/2/17, , 23, 1, 6
2015/3/22, , 10, , 
2014/10/21, , 7, , 5
2014/11/20, , 16, , 2
2014/12/9, , 19, , 3
2014/8/11, , 10, , 
2014/8/27, , 16, 2, 2
2014/9/2, , 9, 2, 
2014/6/10, , 8, 2, 3
2022/10/5, , , 1, 
